# Server version 0.08 running on wpa146022.wireless.mcgill.ca:8228
# Game ID: 4951
# Board class: hus.HusBoard
# Timeout: 2000
# First Move Timeout: 30000
# Date: Fri Apr 01 15:54:28 EDT 2016
# Player 1: Player-0, 'RandomHusPlayer', running on localhost
# Player 2: Player-1, '260549558', running on localhost
START Player-0 RandomHusPlayer
START Player-1 260549558
PIT 0 22
PIT 1 22
PIT 0 4
PIT 1 9
PIT 0 13
PIT 1 0
PIT 0 0
PIT 1 15
PIT 0 25
PIT 1 13
PIT 0 1
PIT 1 18
PIT 0 10
PIT 1 3
PIT 0 22
PIT 1 0
PIT 0 11
PIT 1 1
PIT 0 13
PIT 1 15
PIT 0 14
PIT 1 2
PIT 0 15
PIT 1 4
GAMEOVER WINNER 1
# Game ended: Fri Apr 01 15:54:30 EDT 2016
